#Method,Precision,Recall,F1
#LinguisticApproach,0.29723666666666665,0.668317619047619,0.38902580086580085,0,0,0
TFIDF,0.11415,0.36405857142857145,0.16658281385281387,0,0,0
YAKE,0.17906,0.5171919047619048,0.25367385281385285,0,0,0
TEXTRANK,0.15509333333333333,0.2666452380952381,0.18211676767676768,0,0,0
RAKE,0.14548666666666665,0.30797857142857143,0.18517808080808082,0,0,0
MR,0.2690166666666667,0.4121471428571429,0.303014531024531,0,0,0
#GP(300),0.21914111,0.6945212,0.31966713,0,0,0
GP,0.217625396,0.691879974,0.317766173,0.002192244141,0.006938935347,0.003200944233
GP(POS),0.228920167,0.727029107,0.334290109,0.001251427211,0.004435312391,0.001882602869
GP(LS),0.219673137,0.696876001,0.320599161,0.002169393643,0.006860748879,0.003168676102
GP(SL),0.227232452,0.72261502,0.331948275,0.002629206637,0.007794787658,0.00376246213
GP(G),0.198594022,0.632446727,0.290218019,0.004749353928,0.01542363848,0.006974187685
GP(S),0.0930139534,0.301909577,0.1367694389,0.0121856315,0.03858836722,0.01775894769
